Geo_FIPS,sovi,rank,state_id
g13243,4.5876082703210415,7.0,g13
g13245,-2.007315368745024,124.0,g13
g13247,-2.76810832271877,134.0,g13
g13249,-0.05334992401022076,84.0,g13
g13251,0.34012666483509063,75.0,g13
g13253,1.4943555601762641,38.0,g13
g13255,-2.242770938817545,127.0,g13
g13257,-0.9642599078453422,109.0,g13
g13259,7.176171693374821,2.0,g13
g13261,1.1405793279606296,51.0,g13
g13263,0.13586194147213304,79.0,g13
g13265,3.695764207766237,12.0,g13
g13267,3.7350860858368105,11.0,g13
g13269,1.4914226990433084,39.0,g13
g13271,6.111127997587484,5.0,g13
g13273,1.9633421049460482,28.0,g13
g13275,0.7584858445478844,67.0,g13
g13277,0.8519421659373301,63.0,g13
g13279,1.859153309136907,29.0,g13
g13281,1.3670072823361021,43.0,g13
g13283,1.278140965383328,45.0,g13
g13285,-1.2757825758222254,113.0,g13
g13287,1.0829367623779675,54.0,g13
g13289,1.6064889056516627,37.0,g13
g13291,1.8457995694623597,31.0,g13
g13293,-0.657085043776237,96.0,g13
g13295,-2.315106525806645,128.0,g13
g13297,-3.1552081916370254,142.0,g13
g13299,1.1411782512000346,50.0,g13
g13301,2.777288362936729,19.0,g13
g13303,1.6434052901961036,35.0,g13
g13305,-0.07962770931626331,85.0,g13
g13307,1.6066890100295543,36.0,g13
g13309,6.6140707536036025,4.0,g13
g13311,-1.196493389511772,112.0,g13
g13313,2.133933719873595,24.0,g13
g13315,4.541451707288572,8.0,g13
g13317,-0.8571307821579635,102.0,g13
g13319,0.38215915306407716,74.0,g13
g13321,-0.40286864208841633,93.0,g13
g16001,0.48390383644967816,24.0,g16
g16003,-0.4727743503119515,30.0,g16
g16005,1.0730192253372,19.0,g16
g16007,-2.1032200386296513,34.0,g16
g16009,5.147539773332989,1.0,g16
g16011,1.2008010239756026,16.0,g16
g16013,-6.397038002878895,44.0,g16
g16015,-2.240251502789587,35.0,g16
g16017,-0.3872956906381241,28.0,g16
g16019,-1.1055023677089777,31.0,g16
g16021,-0.0013060412616156536,26.0,g16
g16023,-0.13883532657666509,27.0,g16
g16025,-1.4166825938718934,33.0,g16
g16027,3.1783976792094593,4.0,g16
g16029,-3.435915837042492,38.0,g16
g16031,1.176834784424019,17.0,g16
g16033,1.6592029287631562,14.0,g16
g16035,1.138297492928085,18.0,g16
g16037,-3.1194506737489385,37.0,g16
g16039,3.0231166741976425,5.0,g16
g16041,-5.4397423897158514,42.0,g16
g16043,-5.054223640046086,41.0,g16
g16045,2.730721244271395,7.0,g16
g16047,0.8134141481335924,21.0,g16
g16049,2.268316329689865,12.0,g16
g16051,-3.799908999589525,39.0,g16
g16053,2.743939786075382,6.0,g16
g16055,-0.39352177447479236,29.0,g16
g16057,0.8109870128898251,22.0,g16
g16059,1.2763934114133408,15.0,g16
g16061,2.454389392866328,10.0,g16
g16063,0.5334752990795537,23.0,g16
g16065,-1.3831866143270388,32.0,g16
g16067,0.9966916482143245,20.0,g16
g16069,2.6475358703458562,8.0,g16
g16071,-2.5269021028079153,36.0,g16
g16073,3.7644374580562836,2.0,g16
g16075,2.5308519409510555,9.0,g16
g16077,0.25103496534259107,25.0,g16
g16079,2.3670671251693713,11.0,g16
g16081,-4.866125274763699,40.0,g16
g16083,1.8739331901412295,13.0,g16
g16085,-5.615777480079381,43.0,g16
g16087,3.75335846000522,3.0,g16
g17001,-1.1297133850337449,73.0,g17
g17003,6.515282802535532,2.0,g17
g17005,-0.47861268684697855,60.0,g17
g17007,-4.003799849637105,95.0,g17
g17009,3.6947855036656696,9.0,g17
g17011,-0.14702064754833244,52.0,g17
g17013,1.3485429321667162,26.0,g17
g17015,0.8659938577105795,33.0,g17
g17017,-0.28186850518327644,56.0,g17
g17019,1.8372083679620712,20.0,g17
g17021,0.23808231991993237,46.0,g17
g17023,0.10268847608411807,49.0,g17
g17025,3.0853553918926604,13.0,g17
g17027,-2.2164692200140053,89.0,g17
g17029,0.3735489763233949,42.0,g17
g17031,-0.8709063046857104,66.0,g17
g17033,2.957006426148037,14.0,g17
g17035,-0.18654690713357622,53.0,g17
g17037,-1.871080640555498,84.0,g17
g17039,-1.6873065576234132,80.0,g17
g17041,-1.836176313276987,83.0,g17
g17043,-4.47258223308948,97.0,g17
g17045,0.6126988742831738,38.0,g17
g17047,0.654583413318087,36.0,g17
g17049,-2.0158596286624766,87.0,g17
g17051,1.0663937083284902,29.0,g17
g17053,-0.9482112276319289,69.0,g17
g17055,2.2626338519978493,17.0,g17
g17057,0.3616383215122305,43.0,g17
g17059,5.381813961154475,4.0,g17
g17061,0.2055758357616378,48.0,g17
g17063,-3.867127022918354,94.0,g17
g17065,3.463398491192663,11.0,g17
g17067,0.5258591346234326,40.0,g17
g17069,8.078314944314602,1.0,g17
g17071,0.9497522023197416,32.0,g17
g17073,-1.5780533265403118,79.0,g17
g17075,-0.6108997521549703,62.0,g17
g17077,5.878019315039209,3.0,g17
g17079,-0.544297580951876,61.0,g17
g17081,1.933364598016785,19.0,g17
g17083,-2.1338364834617636,88.0,g17
g17085,1.370723165218191,25.0,g17
g17087,3.4490260665274306,12.0,g17
g17089,-5.341652456087013,99.0,g17
g17091,-1.6906262064357125,81.0,g17
g17093,-7.672562536545637,102.0,g17
g17095,0.7932998798280059,35.0,g17
g17097,-4.805932378902415,98.0,g17
g17099,-1.4725584377276273,76.0,g17
g17101,4.043827327755544,7.0,g17
g17103,-1.0819278481292463,72.0,g17
g17105,-0.6745040299286971,63.0,g17
g17107,0.34679455203798737,44.0,g17
g17109,2.457311014752622,16.0,g17
g17111,-5.702502220198675,101.0,g17
g17113,-1.8073592195935007,82.0,g17
g17115,-0.33059102427943177,58.0,g17
g17117,-1.0680145858500116,71.0,g17
g17119,-1.5525510985180258,77.0,g17
g17121,1.1940515621654468,28.0,g17
g17123,-0.6985556219274238,65.0,g17
g17125,1.4509669292865297,23.0,g17
g17127,1.04340108333967,30.0,g17
g17129,-1.907859769155415,86.0,g17
g17131,-1.5533491697254385,78.0,g17
g17133,-4.445782797584285,96.0,g17
g17135,0.581006720509766,39.0,g17
g17137,-0.23917219964426584,54.0,g17
g17139,-1.8964757997171078,85.0,g17
g17141,-2.9121162053233087,92.0,g17
g17143,0.013805685725349792,50.0,g17
g17145,4.399719457497196,5.0,g17
g17147,-2.7009031365589706,91.0,g17
g17149,2.9343853186358158,15.0,g17
g17151,3.759979455659486,8.0,g17
g17153,4.305885125453429,6.0,g17
g17155,0.3001169362581033,45.0,g17
g17157,1.321190466084499,27.0,g17
g17159,0.4006554924239849,41.0,g17
g17161,-0.9498603632182732,70.0,g17
g17163,-0.9356058891850869,68.0,g17
g17165,3.506391020538051,10.0,g17
g17167,-1.3550707400930637,75.0,g17
g17169,1.7055635257331607,22.0,g17
g17171,-0.3711017094381138,59.0,g17
g17173,-0.11044110598495582,51.0,g17
g17175,-0.6796473522486125,64.0,g17
g17177,-0.2659240509511026,55.0,g17
g17179,-2.598374093623775,90.0,g17
g17181,1.40627665542247,24.0,g17
g17183,0.6297266673085735,37.0,g17
g17185,0.23581375108994562,47.0,g17
g17187,0.9519018908389832,31.0,g17
g17189,-0.9075245681110049,67.0,g17
g17191,0.8654924411712073,34.0,g17
g17193,1.747110361162135,21.0,g17
g17195,-0.2881229724101788,57.0,g17
g17197,-5.588312148821318,100.0,g17
g17199,1.9990678026714572,18.0,g17
g17201,-1.2580859185883155,74.0,g17
g17203,-3.862596133910377,93.0,g17
g23001,-0.6911139097729565,24.0,g23g33g25
g23003,3.8007135567522674,4.0,g23g33g25
g23005,-2.4858944140336794,37.0,g23g33g25
g23007,0.3457841949014204,17.0,g23g33g25
g23009,-1.2623158402515444,29.0,g23g33g25
g23011,-0.21601372877202418,20.0,g23g33g25
g23013,-0.4136755857901438,22.0,g23g33g25
g23015,1.159286536977348,11.0,g23g33g25
g23017,0.9678327245309188,14.0,g23g33g25
g23019,-1.3745653838053937,30.0,g23g33g25
g23021,2.5653268411713626,6.0,g23g33g25
g23023,-2.304577534528553,34.0,g23g33g25
g23025,0.984301880518642,13.0,g23g33g25
g23027,-1.1816831913001238,25.0,g23g33g25
g23029,5.011944848053844,2.0,g23g33g25
g23031,-2.2028196748360203,32.0,g23g33g25
g25001,2.395529871854533,7.0,g23g33g25
g25003,2.3835035607339394,8.0,g23g33g25
g25005,3.966439354987309,3.0,g23g33g25
g25007,1.0011979010798444,12.0,g23g33g25
g25009,3.1110569015196026,5.0,g23g33g25
g25011,-0.38687055043340013,21.0,g23g33g25
g25013,7.190998475422106,1.0,g23g33g25
g25015,-1.211683663451371,26.0,g23g33g25
g25017,-1.2163236311407577,27.0,g23g33g25
g25019,-6.72824500652184,40.0,g23g33g25
g25021,0.02070339486050965,19.0,g23g33g25
g25023,0.7931910288808468,16.0,g23g33g25
g25025,2.0087129519082088,9.0,g23g33g25
g25027,0.950947322551987,15.0,g23g33g25
g29001,1.0995986990949778,39.0,g29
g29003,-3.4495157347888785,102.0,g29
g29005,-1.4884901447407581,81.0,g29
g29007,0.9161804930067983,45.0,g29
g29009,0.8293713736222892,50.0,g29
g29011,-0.9775151172971777,74.0,g29
g29013,-1.0815788680976706,75.0,g29
g29015,2.4081093040276933,22.0,g29
g29017,-3.494699672273652,103.0,g29
g29019,-1.1314349653250286,78.0,g29
g29021,0.5353713592363221,54.0,g29
g29023,2.3907087081747935,24.0,g29
g29025,-1.9787084551637273,89.0,g29
g29027,-3.0465986343005067,101.0,g29
g29029,1.950203604775734,29.0,g29
g29031,-0.4034345504928496,67.0,g29
g29033,-1.6175395065832174,84.0,g29
g29035,3.080067142381937,12.0,g29
g29037,-3.766414743720582,107.0,g29
g29039,1.6911481969885613,30.0,g29
g29041,1.2306120630799133,35.0,g29
g29043,-4.355581705206091,109.0,g29
g29045,-1.6939916811245113,85.0,g29
g29047,-2.6127415676187953,96.0,g29
g29049,-2.2632361306507254,94.0,g29
g29051,-1.804202038014099,86.0,g29
g29053,-1.8243381385456634,87.0,g29
g29055,-0.10554581110817612,63.0,g29
g29057,0.8722606749125194,48.0,g29
g29059,-2.0670111103169013,91.0,g29
g29061,-1.9246666107545023,88.0,g29
g29063,-7.34528676403567,115.0,g29
g29065,-0.20189483914859613,66.0,g29
g29067,-1.174721570613802,79.0,g29
g29069,4.309969561996311,4.0,g29
g29071,-3.5741087837507592,105.0,g29
g29073,1.0007893077010936,42.0,g29
g29075,2.4615284095161303,21.0,g29
g29077,0.5281025304723438,55.0,g29
g29079,1.1986210111289397,36.0,g29
g29081,-0.19590562898998803,65.0,g29
g29083,1.056290394497493,40.0,g29
g29085,5.712039791601726,3.0,g29
g29087,2.5049589865553044,20.0,g29
g29089,-0.10241327792450633,62.0,g29
g29091,0.858969390310144,49.0,g29
g29093,2.039272965777549,28.0,g29
g29095,2.506851343308852,19.0,g29
g29097,2.5542153734304502,18.0,g29
g29099,-5.073682660635739,112.0,g29
g29101,-2.262437079098809,93.0,g29
g29103,1.1490945749400572,38.0,g29
g29105,-0.8377504319672694,73.0,g29
g29107,-2.4677401933106573,95.0,g29
g29109,1.1834050166636447,37.0,g29
g29111,0.499936128776443,58.0,g29
g29113,-4.828580395218089,111.0,g29
g29115,0.884715190048526,47.0,g29
g29117,2.690746822918262,16.0,g29
g29119,3.618917540258837,7.0,g29
g29121,2.235080357610505,26.0,g29
g29123,0.8029111151012851,51.0,g29
g29125,-1.1283281717613014,77.0,g29
g29127,1.5567592678693887,32.0,g29
g29129,2.7448412558652597,15.0,g29
g29131,0.5120061862258404,56.0,g29
g29133,-0.10700351862160962,64.0,g29
g29135,-2.0687306924853432,92.0,g29
g29137,0.6723207738881501,52.0,g29
g29139,0.5056274230870328,57.0,g29
g29141,2.6544162064676167,17.0,g29
g29143,3.509229816970621,8.0,g29
g29145,1.2310087542665398,34.0,g29
g29147,-0.7104096583768961,72.0,g29
g29149,1.3690633193090158,33.0,g29
g29151,-5.968117095272527,113.0,g29
g29153,1.5895789854956712,31.0,g29
g29155,4.037961315373137,5.0,g29
g29157,-3.0111505178860427,100.0,g29
g29159,0.13969670875199036,60.0,g29
g29161,-1.2521619971150513,80.0,g29
g29163,-1.0965836831472582,76.0,g29
g29165,-3.664481689629117,106.0,g29
g29167,-1.4912723873524039,82.0,g29
g29169,-2.6477149813516814,98.0,g29
g29171,0.6041166007126557,53.0,g29
g29173,-2.6192331249352865,97.0,g29
g29175,-2.0470230915263725,90.0,g29
g29177,-3.5689187776165743,104.0,g29
g29179,3.071117373342271,13.0,g29
g29181,2.167146634979449,27.0,g29
g29183,-6.163823240058594,114.0,g29
g29185,2.8041664672139417,14.0,g29
g29186,-4.613707637215158,110.0,g29
g29187,-1.5000008774784983,83.0,g29
g29189,-0.4476286483456815,68.0,g29
g29195,2.265920038143496,25.0,g29
g29197,1.0145023033615963,41.0,g29
g29199,-0.5915462684196191,69.0,g29
g29201,0.8869615753493401,46.0,g29
g29203,0.965218428083,44.0,g29
g29205,0.9971970026178605,43.0,g29
g29207,-0.6206288084834304,70.0,g29
g29209,3.1750617264259686,10.0,g29
g29211,6.215042418857977,2.0,g29
g29213,3.16228203859532,11.0,g29
g29215,-0.04776783926527006,61.0,g29
g29217,3.455403016439488,9.0,g29
g29219,-2.8136356484499303,99.0,g29
g29221,-0.6290228831627531,71.0,g29
g29223,2.405910616527978,23.0,g29
g29225,-3.827194010590503,108.0,g29
g29227,3.7701060598202534,6.0,g29
g29229,0.22880145564557236,59.0,g29
g29510,7.2763408577624755,1.0,g29
g33001,0.2726607876293081,18.0,g23g33g25
g33003,-0.4723883811976881,23.0,g23g33g25
g33005,-2.424054669956685,36.0,g23g33g25
g33007,1.32968054712055,10.0,g23g33g25
g33009,-2.3192633484554257,35.0,g23g33g25
g33011,-2.2819351312352762,33.0,g23g33g25
g33013,-1.3957112277406052,31.0,g23g33g25
g33015,-4.700843090013402,39.0,g23g33g25
g33017,-3.732863616640371,38.0,g23g33g25
g33019,-1.2569711015770217,28.0,g23g33g25
g36001,0.870924643542509,23.0,g36
g36003,-0.4108041665248154,42.0,g36
g36005,6.3438715685452705,1.0,g36
g36007,2.049058693094941,15.0,g36
g36009,0.14727085384029037,35.0,g36
g36011,0.16837000504674213,34.0,g36
g36013,2.754872199221345,10.0,g36
g36015,3.3539585489305894,5.0,g36
g36017,2.103428223995479,13.0,g36
g36019,-0.9298125077046453,45.0,g36
g36021,3.2360254262245878,6.0,g36
g36023,0.1827751821093851,33.0,g36
g36025,3.476594607186642,4.0,g36
g36027,-2.999176176984319,52.0,g36
g36029,2.0537091842970012,14.0,g36
g36031,1.379241382636092,17.0,g36
g36033,-5.990139845944358,61.0,g36
g36035,4.028233881233477,2.0,g36
g36037,0.06965625292189492,38.0,g36
g36039,0.9293876140383213,22.0,g36
g36041,3.0125675585147413,7.0,g36
g36043,2.7841175611941367,9.0,g36
g36045,-1.485258333409232,49.0,g36
g36047,1.2072168191923143,19.0,g36
g36049,-1.356938968797498,48.0,g36
g36051,-0.31239900154129235,41.0,g36
g36053,-1.3278347229105503,47.0,g36
g36055,1.0935669684133662,20.0,g36
g36057,3.8366187833048695,3.0,g36
g36059,-4.873088778679684,60.0,g36
g36061,0.7247423665811954,25.0,g36
g36063,1.5963550647108184,16.0,g36
g36065,2.966902768610436,8.0,g36
g36067,0.6242225506769352,27.0,g36
g36069,0.3464196696793539,32.0,g36
g36071,-4.35726150548511,57.0,g36
g36073,0.8642026298593661,24.0,g36
g36075,-0.6586804344376385,43.0,g36
g36077,2.546076390658295,11.0,g36
g36079,-6.72537040672686,62.0,g36
g36081,-3.0032413160790625,53.0,g36
g36083,0.5574501485458909,28.0,g36
g36085,-3.3287894724300076,55.0,g36
g36087,-4.120176291773016,56.0,g36
g36089,0.37089357677802226,31.0,g36
g36091,-3.160193604688171,54.0,g36
g36093,0.7132179047231342,26.0,g36
g36095,-0.8694210508359881,44.0,g36
g36097,0.1325290380172628,36.0,g36
g36099,0.3985435732878448,30.0,g36
g36101,1.0913990970928094,21.0,g36
g36103,-4.844254663063202,59.0,g36
g36105,0.4442671581534665,29.0,g36
g36107,-1.2461088870086583,46.0,g36
g36109,-4.594242756358368,58.0,g36
g36111,0.0924296404332739,37.0,g36
g36113,1.3742688425542877,18.0,g36
g36115,-0.0011936954146731793,40.0,g36
g36117,0.059215965703363294,39.0,g36
g36119,-2.638999462440067,50.0,g36
g36121,-2.9283721521379946,51.0,g36
g36123,2.1771558578253325,12.0,g36
g46003,1.1189016102200657,19.0,g46
g46005,4.745278689563955,5.0,g46
g46007,2.0312179688846848,12.0,g46
g46009,-1.8781787897128472,49.0,g46
g46011,-0.46256849501497155,37.0,g46
g46013,-0.7694742652993946,42.0,g46
g46015,-0.007224712553054291,32.0,g46
g46017,0.56225007839051,25.0,g46
g46019,1.1722501968567853,18.0,g46
g46021,3.055543065330159,8.0,g46
g46023,-0.04758655377354316,33.0,g46
g46025,-0.3718196166821931,35.0,g46
g46027,0.45436701386227984,26.0,g46
g46029,-1.9199657423942362,50.0,g46
g46031,1.1175439889439678,20.0,g46
g46033,2.2428676755874237,11.0,g46
g46035,-2.0148680882442234,51.0,g46
g46037,1.4872714271225007,17.0,g46
g46039,-1.3340801979747536,46.0,g46
g46041,1.8541940288713041,14.0,g46
g46043,-3.187612953961973,62.0,g46
g46045,-2.4404307246085897,58.0,g46
g46047,5.002600400283684,3.0,g46
g46049,-0.9510124080921433,45.0,g46
g46051,-0.45674531136447405,36.0,g46
g46053,0.3980943125600572,27.0,g46
g46055,-2.574332548849304,59.0,g46
g46057,-2.230696528918402,55.0,g46
g46059,-0.8067810559807591,43.0,g46
g46061,-3.478432368503631,63.0,g46
g46063,-0.917997110847758,44.0,g46
g46065,-2.2298988627024916,54.0,g46
g46067,-2.2557386301899136,56.0,g46
g46069,1.761932418739757,16.0,g46
g46071,-0.6816651215742202,38.0,g46
g46073,1.9123749322743313,13.0,g46
g46075,3.094304325272366,7.0,g46
g46077,-1.405779469963472,47.0,g46
g46079,-0.19046651306115678,34.0,g46
g46081,0.8236687686832911,24.0,g46
g46083,-5.618322732419508,66.0,g46
g46085,0.1708356144304013,30.0,g46
g46087,-3.5003520708484412,64.0,g46
g46089,0.8356916183232166,22.0,g46
g46091,1.7710568050471853,15.0,g46
g46093,-0.7008876619236717,39.0,g46
g46095,2.4433063694721673,10.0,g46
g46097,-2.2692776364630927,57.0,g46
g46099,3.612019704358654,6.0,g46
g46101,-2.8458764518591044,61.0,g46
g46103,0.3239681963356015,29.0,g46
g46105,-0.7424316880005281,40.0,g46
g46107,4.868725724757089,4.0,g46
g46109,0.8336252450799401,23.0,g46
g46111,-0.7639767750176006,41.0,g46
g46113,6.085098602602137,1.0,g46
g46115,-1.7198574194530976,48.0,g46
g46117,-2.2129842119759098,52.0,g46
g46119,-2.5817741451055203,60.0,g46
g46121,3.003897283642053,9.0,g46
g46123,0.9225149117834925,21.0,g46
g46125,-2.215859505333049,53.0,g46
g46127,-5.429076688211026,65.0,g46
g46129,0.3975637650443395,28.0,g46
g46135,0.03827506309954909,31.0,g46
g46137,5.072793251454964,2.0,g46
g48001,3.072855863109207,32.0,g48
g48003,-3.4850803320990495,226.0,g48
g48005,0.7031299323558435,102.0,g48
g48007,0.24249688758840326,125.0,g48
g48009,-3.470962035611909,224.0,g48
g48011,-0.3996993847146826,152.0,g48
g48013,-2.2899139482855566,209.0,g48
g48015,-2.3724432685417995,210.0,g48
g48017,-0.10719888417794476,135.0,g48
g48019,-2.7657291539851236,217.0,g48
g48021,-3.6542029112968812,227.0,g48
g48023,1.0644431221979398,88.0,g48
g48025,4.3600871391060245,7.0,g48
g48027,0.28754121382771614,118.0,g48
g48029,1.0896585623095452,85.0,g48
g48031,-2.8549978877545166,218.0,g48
g48033,-6.407733723406729,251.0,g48
g48035,0.44152474298836664,108.0,g48
g48037,2.109737747595337,54.0,g48
g48039,-2.9913359825482604,220.0,g48
g48041,0.2521434070398405,122.0,g48
g48043,-1.8710807627163681,198.0,g48
g48045,1.0759256656081493,86.0,g48
g48047,8.374642635035983,1.0,g48
g48049,0.443035862279171,107.0,g48
g48051,-0.8249291683718992,170.0,g48
g48053,-1.4596266945189793,188.0,g48
g48055,-0.29461922914376926,148.0,g48
g48057,-1.0267592423585774,177.0,g48
g48059,-2.240023498334646,208.0,g48
g48061,2.1415228078640682,52.0,g48
g48063,1.2166369851361534,74.0,g48
g48065,-3.741017346780237,229.0,g48
g48067,3.2738524061727476,27.0,g48
g48069,-0.8646297325157644,171.0,g48
g48071,-5.878220204152274,250.0,g48
g48073,1.9926243175724825,58.0,g48
g48075,2.871157360935006,36.0,g48
